title,brief,council_member,vote
MOTION M-23-K,"Denying the applicant's request to appeal a fine of $15,980.00 for the property located at 3300
Bienville Avenue.",5:39 PM,abstain
MOTION M-23-K,"Denying the applicant's request to appeal a fine of $15,980.00 for the property located at 3300
Bienville Avenue.",Morrell,absent
MOTION M-23-K,"Denying the applicant's request to appeal a fine of $15,980.00 for the property located at 3300
Bienville Avenue.",,recused
MOTION M-23-O,"Denying the applicant's Zoning Change and Conditional Use request on ZD NO. 1/23, for
property located at 1819 Esplanade Avenue.",Giarrusso,yeas
MOTION M-23-O,"Denying the applicant's Zoning Change and Conditional Use request on ZD NO. 1/23, for
property located at 1819 Esplanade Avenue.",Green,yeas
MOTION M-23-O,"Denying the applicant's Zoning Change and Conditional Use request on ZD NO. 1/23, for
property located at 1819 Esplanade Avenue.",Harris,yeas
MOTION M-23-O,"Denying the applicant's Zoning Change and Conditional Use request on ZD NO. 1/23, for
property located at 1819 Esplanade Avenue.",Moreno,yeas
MOTION M-23-O,"Denying the applicant's Zoning Change and Conditional Use request on ZD NO. 1/23, for
property located at 1819 Esplanade Avenue.",Thomas,yeas
MOTION M-23-O,"Denying the applicant's Zoning Change and Conditional Use request on ZD NO. 1/23, for
property located at 1819 Esplanade Avenue.",,recused
MOTION M-23-O,"Denying the applicant's Zoning Change and Conditional Use request on ZD NO. 1/23, for
property located at 1819 Esplanade Avenue.",0,abstain
MOTION M-23-O,"Denying the applicant's Zoning Change and Conditional Use request on ZD NO. 1/23, for
property located at 1819 Esplanade Avenue.",King,absent
MOTION M-23-O,"Denying the applicant's Zoning Change and Conditional Use request on ZD NO. 1/23, for
property located at 1819 Esplanade Avenue.",Morrell,absent
MOTION M-23-F,"Adding the President of the Council as a signatory to the contract between the City of New
Orleans and 22nd CENTURY TECHNOLOGIES, INC ., and authorizing the President of the
Council to sign the contract between the City of New Orleans and 22nd CENTURY
TECHNOLOGIES, INC.",Giarrusso,yeas
MOTION M-23-F,"Adding the President of the Council as a signatory to the contract between the City of New
Orleans and 22nd CENTURY TECHNOLOGIES, INC ., and authorizing the President of the
Council to sign the contract between the City of New Orleans and 22nd CENTURY
TECHNOLOGIES, INC.",Green,yeas
MOTION M-23-F,"Adding the President of the Council as a signatory to the contract between the City of New
Orleans and 22nd CENTURY TECHNOLOGIES, INC ., and authorizing the President of the
Council to sign the contract between the City of New Orleans and 22nd CENTURY
TECHNOLOGIES, INC.",Harris,yeas
MOTION M-23-F,"Adding the President of the Council as a signatory to the contract between the City of New
Orleans and 22nd CENTURY TECHNOLOGIES, INC ., and authorizing the President of the
Council to sign the contract between the City of New Orleans and 22nd CENTURY
TECHNOLOGIES, INC.",King,yeas
MOTION M-23-F,"Adding the President of the Council as a signatory to the contract between the City of New
Orleans and 22nd CENTURY TECHNOLOGIES, INC ., and authorizing the President of the
Council to sign the contract between the City of New Orleans and 22nd CENTURY
TECHNOLOGIES, INC.",Moreno,yeas
MOTION M-23-F,"Adding the President of the Council as a signatory to the contract between the City of New
Orleans and 22nd CENTURY TECHNOLOGIES, INC ., and authorizing the President of the
Council to sign the contract between the City of New Orleans and 22nd CENTURY
TECHNOLOGIES, INC.",Morrell,yeas
MOTION M-23-F,"Adding the President of the Council as a signatory to the contract between the City of New
Orleans and 22nd CENTURY TECHNOLOGIES, INC ., and authorizing the President of the
Council to sign the contract between the City of New Orleans and 22nd CENTURY
TECHNOLOGIES, INC.",Thomas,yeas
MOTION M-23-F,"Adding the President of the Council as a signatory to the contract between the City of New
Orleans and 22nd CENTURY TECHNOLOGIES, INC ., and authorizing the President of the
Council to sign the contract between the City of New Orleans and 22nd CENTURY
TECHNOLOGIES, INC.",,recused
MOTION M-23-F,"Adding the President of the Council as a signatory to the contract between the City of New
Orleans and 22nd CENTURY TECHNOLOGIES, INC ., and authorizing the President of the
Council to sign the contract between the City of New Orleans and 22nd CENTURY
TECHNOLOGIES, INC.",0,absent
MOTION M-23-I,"Adding the President of the Council as a signatory to Amendment No. 2 of the professional
services agreement between the City of New Orleans and American Traffic Solutions, Inc .,
and authorizing the Council President to execute the agreement between the City of New
Orleans and American Traffic Solutions, Inc. in accordance with Section 70-10 of the Code of
the City of New Orleans and Council Rule 57.",Giarrusso,yeas
MOTION M-23-I,"Adding the President of the Council as a signatory to Amendment No. 2 of the professional
services agreement between the City of New Orleans and American Traffic Solutions, Inc .,
and authorizing the Council President to execute the agreement between the City of New
Orleans and American Traffic Solutions, Inc. in accordance with Section 70-10 of the Code of
the City of New Orleans and Council Rule 57.",Green,yeas
MOTION M-23-I,"Adding the President of the Council as a signatory to Amendment No. 2 of the professional
services agreement between the City of New Orleans and American Traffic Solutions, Inc .,
and authorizing the Council President to execute the agreement between the City of New
Orleans and American Traffic Solutions, Inc. in accordance with Section 70-10 of the Code of
the City of New Orleans and Council Rule 57.",Harris,yeas
MOTION M-23-I,"Adding the President of the Council as a signatory to Amendment No. 2 of the professional
services agreement between the City of New Orleans and American Traffic Solutions, Inc .,
and authorizing the Council President to execute the agreement between the City of New
Orleans and American Traffic Solutions, Inc. in accordance with Section 70-10 of the Code of
the City of New Orleans and Council Rule 57.",King,yeas
MOTION M-23-I,"Adding the President of the Council as a signatory to Amendment No. 2 of the professional
services agreement between the City of New Orleans and American Traffic Solutions, Inc .,
and authorizing the Council President to execute the agreement between the City of New
Orleans and American Traffic Solutions, Inc. in accordance with Section 70-10 of the Code of
the City of New Orleans and Council Rule 57.",Morrell,yeas
MOTION M-23-I,"Adding the President of the Council as a signatory to Amendment No. 2 of the professional
services agreement between the City of New Orleans and American Traffic Solutions, Inc .,
and authorizing the Council President to execute the agreement between the City of New
Orleans and American Traffic Solutions, Inc. in accordance with Section 70-10 of the Code of
the City of New Orleans and Council Rule 57.",Thomas,yeas
MOTION M-23-I,"Adding the President of the Council as a signatory to Amendment No. 2 of the professional
services agreement between the City of New Orleans and American Traffic Solutions, Inc .,
and authorizing the Council President to execute the agreement between the City of New
Orleans and American Traffic Solutions, Inc. in accordance with Section 70-10 of the Code of
the City of New Orleans and Council Rule 57.",,abstain
MOTION M-23-I,"Adding the President of the Council as a signatory to Amendment No. 2 of the professional
services agreement between the City of New Orleans and American Traffic Solutions, Inc .,
and authorizing the Council President to execute the agreement between the City of New
Orleans and American Traffic Solutions, Inc. in accordance with Section 70-10 of the Code of
the City of New Orleans and Council Rule 57.",0,absent
MOTION M-23-I,"Adding the President of the Council as a signatory to Amendment No. 2 of the professional
services agreement between the City of New Orleans and American Traffic Solutions, Inc .,
and authorizing the Council President to execute the agreement between the City of New
Orleans and American Traffic Solutions, Inc. in accordance with Section 70-10 of the Code of
the City of New Orleans and Council Rule 57.",Moreno,recused
MOTION M-23-J,"Directing City Planning Commission to conduct a study to determine the impacts and
implementation of using the geographical boundaries identified in the City Planning
Commission's Neighborhood Classification System to provide for ballot voting on short-term
rental allowances and restrictions in individual neighborhoods.",Giarrusso,yeas
MOTION M-23-J,"Directing City Planning Commission to conduct a study to determine the impacts and
implementation of using the geographical boundaries identified in the City Planning
Commission's Neighborhood Classification System to provide for ballot voting on short-term
rental allowances and restrictions in individual neighborhoods.",Green,yeas
MOTION M-23-J,"Directing City Planning Commission to conduct a study to determine the impacts and
implementation of using the geographical boundaries identified in the City Planning
Commission's Neighborhood Classification System to provide for ballot voting on short-term
rental allowances and restrictions in individual neighborhoods.",Harris,yeas
MOTION M-23-J,"Directing City Planning Commission to conduct a study to determine the impacts and
implementation of using the geographical boundaries identified in the City Planning
Commission's Neighborhood Classification System to provide for ballot voting on short-term
rental allowances and restrictions in individual neighborhoods.",King,yeas
MOTION M-23-J,"Directing City Planning Commission to conduct a study to determine the impacts and
implementation of using the geographical boundaries identified in the City Planning
Commission's Neighborhood Classification System to provide for ballot voting on short-term
rental allowances and restrictions in individual neighborhoods.",Moreno,yeas
MOTION M-23-J,"Directing City Planning Commission to conduct a study to determine the impacts and
implementation of using the geographical boundaries identified in the City Planning
Commission's Neighborhood Classification System to provide for ballot voting on short-term
rental allowances and restrictions in individual neighborhoods.",Morrell,yeas
MOTION M-23-J,"Directing City Planning Commission to conduct a study to determine the impacts and
implementation of using the geographical boundaries identified in the City Planning
Commission's Neighborhood Classification System to provide for ballot voting on short-term
rental allowances and restrictions in individual neighborhoods.",Thomas,yeas
MOTION M-23-J,"Directing City Planning Commission to conduct a study to determine the impacts and
implementation of using the geographical boundaries identified in the City Planning
Commission's Neighborhood Classification System to provide for ballot voting on short-term
rental allowances and restrictions in individual neighborhoods.",,recused
MOTION M-23-J,"Directing City Planning Commission to conduct a study to determine the impacts and
implementation of using the geographical boundaries identified in the City Planning
Commission's Neighborhood Classification System to provide for ballot voting on short-term
rental allowances and restrictions in individual neighborhoods.",0,abstain
MOTION M-23-T,"Ratifying, confirming and approving the appointment of Mark Surprenant (incumbent),
nominee of Loyola University, to the New Orleans Civil Service Commission, effective upon
approval by the Council of the City of New Orleans, for a term that will expire on January 12,
2029, in accordance with Article 10, Section 4 of the Louisiana Constitution.",Giarrusso,yeas
MOTION M-23-T,"Ratifying, confirming and approving the appointment of Mark Surprenant (incumbent),
nominee of Loyola University, to the New Orleans Civil Service Commission, effective upon
approval by the Council of the City of New Orleans, for a term that will expire on January 12,
2029, in accordance with Article 10, Section 4 of the Louisiana Constitution.",Green,yeas
MOTION M-23-T,"Ratifying, confirming and approving the appointment of Mark Surprenant (incumbent),
nominee of Loyola University, to the New Orleans Civil Service Commission, effective upon
approval by the Council of the City of New Orleans, for a term that will expire on January 12,
2029, in accordance with Article 10, Section 4 of the Louisiana Constitution.",Harris,yeas
MOTION M-23-T,"Ratifying, confirming and approving the appointment of Mark Surprenant (incumbent),
nominee of Loyola University, to the New Orleans Civil Service Commission, effective upon
approval by the Council of the City of New Orleans, for a term that will expire on January 12,
2029, in accordance with Article 10, Section 4 of the Louisiana Constitution.",King,yeas
MOTION M-23-T,"Ratifying, confirming and approving the appointment of Mark Surprenant (incumbent),
nominee of Loyola University, to the New Orleans Civil Service Commission, effective upon
approval by the Council of the City of New Orleans, for a term that will expire on January 12,
2029, in accordance with Article 10, Section 4 of the Louisiana Constitution.",Moreno,yeas
MOTION M-23-T,"Ratifying, confirming and approving the appointment of Mark Surprenant (incumbent),
nominee of Loyola University, to the New Orleans Civil Service Commission, effective upon
approval by the Council of the City of New Orleans, for a term that will expire on January 12,
2029, in accordance with Article 10, Section 4 of the Louisiana Constitution.",Morrell,yeas
MOTION M-23-T,"Ratifying, confirming and approving the appointment of Mark Surprenant (incumbent),
nominee of Loyola University, to the New Orleans Civil Service Commission, effective upon
approval by the Council of the City of New Orleans, for a term that will expire on January 12,
2029, in accordance with Article 10, Section 4 of the Louisiana Constitution.",Thomas,yeas
MOTION M-23-T,"Ratifying, confirming and approving the appointment of Mark Surprenant (incumbent),
nominee of Loyola University, to the New Orleans Civil Service Commission, effective upon
approval by the Council of the City of New Orleans, for a term that will expire on January 12,
2029, in accordance with Article 10, Section 4 of the Louisiana Constitution.",NAYS,abstain
MOTION M-23-T,"Ratifying, confirming and approving the appointment of Mark Surprenant (incumbent),
nominee of Loyola University, to the New Orleans Civil Service Commission, effective upon
approval by the Council of the City of New Orleans, for a term that will expire on January 12,
2029, in accordance with Article 10, Section 4 of the Louisiana Constitution.",0,recused
MOTION M-23-V,"Ratifying, confirming and approving the appointment of John Korn (incumbent, completing
unexpired term of Ronald McLain), nominee of Xavier University, to the New Orleans Civil
Service Commission, effective upon approval by the Council of the City of New Orleans, for
a term that will expire on January 12, 2029, in accordance with Article 10, Section 4 of the
Louisiana Constitution.",Giarrusso,yeas
MOTION M-23-V,"Ratifying, confirming and approving the appointment of John Korn (incumbent, completing
unexpired term of Ronald McLain), nominee of Xavier University, to the New Orleans Civil
Service Commission, effective upon approval by the Council of the City of New Orleans, for
a term that will expire on January 12, 2029, in accordance with Article 10, Section 4 of the
Louisiana Constitution.",Green,yeas
MOTION M-23-V,"Ratifying, confirming and approving the appointment of John Korn (incumbent, completing
unexpired term of Ronald McLain), nominee of Xavier University, to the New Orleans Civil
Service Commission, effective upon approval by the Council of the City of New Orleans, for
a term that will expire on January 12, 2029, in accordance with Article 10, Section 4 of the
Louisiana Constitution.",Harris,yeas
MOTION M-23-V,"Ratifying, confirming and approving the appointment of John Korn (incumbent, completing
unexpired term of Ronald McLain), nominee of Xavier University, to the New Orleans Civil
Service Commission, effective upon approval by the Council of the City of New Orleans, for
a term that will expire on January 12, 2029, in accordance with Article 10, Section 4 of the
Louisiana Constitution.",King,yeas
MOTION M-23-V,"Ratifying, confirming and approving the appointment of John Korn (incumbent, completing
unexpired term of Ronald McLain), nominee of Xavier University, to the New Orleans Civil
Service Commission, effective upon approval by the Council of the City of New Orleans, for
a term that will expire on January 12, 2029, in accordance with Article 10, Section 4 of the
Louisiana Constitution.",Moreno,yeas
MOTION M-23-V,"Ratifying, confirming and approving the appointment of John Korn (incumbent, completing
unexpired term of Ronald McLain), nominee of Xavier University, to the New Orleans Civil
Service Commission, effective upon approval by the Council of the City of New Orleans, for
a term that will expire on January 12, 2029, in accordance with Article 10, Section 4 of the
Louisiana Constitution.",Morrell,yeas
MOTION M-23-V,"Ratifying, confirming and approving the appointment of John Korn (incumbent, completing
unexpired term of Ronald McLain), nominee of Xavier University, to the New Orleans Civil
Service Commission, effective upon approval by the Council of the City of New Orleans, for
a term that will expire on January 12, 2029, in accordance with Article 10, Section 4 of the
Louisiana Constitution.",Thomas,yeas
MOTION M-23-V,"Ratifying, confirming and approving the appointment of John Korn (incumbent, completing
unexpired term of Ronald McLain), nominee of Xavier University, to the New Orleans Civil
Service Commission, effective upon approval by the Council of the City of New Orleans, for
a term that will expire on January 12, 2029, in accordance with Article 10, Section 4 of the
Louisiana Constitution.",,nays
MOTION M-23-V,"Ratifying, confirming and approving the appointment of John Korn (incumbent, completing
unexpired term of Ronald McLain), nominee of Xavier University, to the New Orleans Civil
Service Commission, effective upon approval by the Council of the City of New Orleans, for
a term that will expire on January 12, 2029, in accordance with Article 10, Section 4 of the
Louisiana Constitution.",0,recused
RESOLUTION R-23-W,"A RESOLUTION in support of a cooperative endeavor agreement (""CEA"") between the City
of New Orleans (""City"") and the French Quarter Management District (""FQMD"") to manage
and maintain the Royal Street Pedestrian Mall and Bourbon Street Pedestrian Mall
(""pedestrian malls"") in the French Quarter.
Annotation:
ELECTRONICALLY SUBMITTED.
(Council Rule 34. Postponement Deadline 7/7/23).
CONTINUED TO THE MEETING OF 4/20/23.
SPEAKER CARD:
Ethan Ellestad - Info. Only
M-23-W
37. MOTION - NO. M-23-X - BY: COUNCILMEMBERS HARRIS, MORRELL AND
GIARRUSSO
Brief:
Directing City Planning Commission to conduct a public hearing to amend and reordain
https://cityofno.granicus.com/MinutesViewer.php?view_id=42&clip_id=4455&doc_id=3244ea98-c27a-11ed-acbc-0050569183fa
26/50

cityofno.granicus.com/MinutesViewer.php?view_id=42&clip_id=4455&doc_id=3244ea98-c27a-11ed-acbc-0050569183fa
6/23/23, 5:39 PM
Ordinance No. 4264 M.C.S ., amended by Ordinance No. 26,413 M.C.S ., as amended, the
Comprehensive Zoning Ordinance of the City of New Orleans, to amend Article 19 to
establish a new Interim Zoning District (IZD) to be named the Historic Urban Neighborhood
Commercial Short Term Rental Interim Zoning District, the intent of which is to prohibit the
use Short Term Rental, Commercial within all areas of the City of New Orleans zoned HU-
MU Neighborhood Mixed Use District, as indicated in the official zoning maps of the city.
Aside from the prohibited use of Short-Term Rental, Commercial, all other permitted and
conditional uses shall be as provided in the Comprehensive Zoning Ordinance.
The restrictions contained herein shall apply citywide to all lots currently zoned HU-MU.",Giarrusso,yeas
RESOLUTION R-23-W,"A RESOLUTION in support of a cooperative endeavor agreement (""CEA"") between the City
of New Orleans (""City"") and the French Quarter Management District (""FQMD"") to manage
and maintain the Royal Street Pedestrian Mall and Bourbon Street Pedestrian Mall
(""pedestrian malls"") in the French Quarter.
Annotation:
ELECTRONICALLY SUBMITTED.
(Council Rule 34. Postponement Deadline 7/7/23).
CONTINUED TO THE MEETING OF 4/20/23.
SPEAKER CARD:
Ethan Ellestad - Info. Only
M-23-W
37. MOTION - NO. M-23-X - BY: COUNCILMEMBERS HARRIS, MORRELL AND
GIARRUSSO
Brief:
Directing City Planning Commission to conduct a public hearing to amend and reordain
https://cityofno.granicus.com/MinutesViewer.php?view_id=42&clip_id=4455&doc_id=3244ea98-c27a-11ed-acbc-0050569183fa
26/50

cityofno.granicus.com/MinutesViewer.php?view_id=42&clip_id=4455&doc_id=3244ea98-c27a-11ed-acbc-0050569183fa
6/23/23, 5:39 PM
Ordinance No. 4264 M.C.S ., amended by Ordinance No. 26,413 M.C.S ., as amended, the
Comprehensive Zoning Ordinance of the City of New Orleans, to amend Article 19 to
establish a new Interim Zoning District (IZD) to be named the Historic Urban Neighborhood
Commercial Short Term Rental Interim Zoning District, the intent of which is to prohibit the
use Short Term Rental, Commercial within all areas of the City of New Orleans zoned HU-
MU Neighborhood Mixed Use District, as indicated in the official zoning maps of the city.
Aside from the prohibited use of Short-Term Rental, Commercial, all other permitted and
conditional uses shall be as provided in the Comprehensive Zoning Ordinance.
The restrictions contained herein shall apply citywide to all lots currently zoned HU-MU.",Green,yeas
RESOLUTION R-23-W,"A RESOLUTION in support of a cooperative endeavor agreement (""CEA"") between the City
of New Orleans (""City"") and the French Quarter Management District (""FQMD"") to manage
and maintain the Royal Street Pedestrian Mall and Bourbon Street Pedestrian Mall
(""pedestrian malls"") in the French Quarter.
Annotation:
ELECTRONICALLY SUBMITTED.
(Council Rule 34. Postponement Deadline 7/7/23).
CONTINUED TO THE MEETING OF 4/20/23.
SPEAKER CARD:
Ethan Ellestad - Info. Only
M-23-W
37. MOTION - NO. M-23-X - BY: COUNCILMEMBERS HARRIS, MORRELL AND
GIARRUSSO
Brief:
Directing City Planning Commission to conduct a public hearing to amend and reordain
https://cityofno.granicus.com/MinutesViewer.php?view_id=42&clip_id=4455&doc_id=3244ea98-c27a-11ed-acbc-0050569183fa
26/50

cityofno.granicus.com/MinutesViewer.php?view_id=42&clip_id=4455&doc_id=3244ea98-c27a-11ed-acbc-0050569183fa
6/23/23, 5:39 PM
Ordinance No. 4264 M.C.S ., amended by Ordinance No. 26,413 M.C.S ., as amended, the
Comprehensive Zoning Ordinance of the City of New Orleans, to amend Article 19 to
establish a new Interim Zoning District (IZD) to be named the Historic Urban Neighborhood
Commercial Short Term Rental Interim Zoning District, the intent of which is to prohibit the
use Short Term Rental, Commercial within all areas of the City of New Orleans zoned HU-
MU Neighborhood Mixed Use District, as indicated in the official zoning maps of the city.
Aside from the prohibited use of Short-Term Rental, Commercial, all other permitted and
conditional uses shall be as provided in the Comprehensive Zoning Ordinance.
The restrictions contained herein shall apply citywide to all lots currently zoned HU-MU.",Harris,yeas
RESOLUTION R-23-W,"A RESOLUTION in support of a cooperative endeavor agreement (""CEA"") between the City
of New Orleans (""City"") and the French Quarter Management District (""FQMD"") to manage
and maintain the Royal Street Pedestrian Mall and Bourbon Street Pedestrian Mall
(""pedestrian malls"") in the French Quarter.
Annotation:
ELECTRONICALLY SUBMITTED.
(Council Rule 34. Postponement Deadline 7/7/23).
CONTINUED TO THE MEETING OF 4/20/23.
SPEAKER CARD:
Ethan Ellestad - Info. Only
M-23-W
37. MOTION - NO. M-23-X - BY: COUNCILMEMBERS HARRIS, MORRELL AND
GIARRUSSO
Brief:
Directing City Planning Commission to conduct a public hearing to amend and reordain
https://cityofno.granicus.com/MinutesViewer.php?view_id=42&clip_id=4455&doc_id=3244ea98-c27a-11ed-acbc-0050569183fa
26/50

cityofno.granicus.com/MinutesViewer.php?view_id=42&clip_id=4455&doc_id=3244ea98-c27a-11ed-acbc-0050569183fa
6/23/23, 5:39 PM
Ordinance No. 4264 M.C.S ., amended by Ordinance No. 26,413 M.C.S ., as amended, the
Comprehensive Zoning Ordinance of the City of New Orleans, to amend Article 19 to
establish a new Interim Zoning District (IZD) to be named the Historic Urban Neighborhood
Commercial Short Term Rental Interim Zoning District, the intent of which is to prohibit the
use Short Term Rental, Commercial within all areas of the City of New Orleans zoned HU-
MU Neighborhood Mixed Use District, as indicated in the official zoning maps of the city.
Aside from the prohibited use of Short-Term Rental, Commercial, all other permitted and
conditional uses shall be as provided in the Comprehensive Zoning Ordinance.
The restrictions contained herein shall apply citywide to all lots currently zoned HU-MU.",King,yeas
RESOLUTION R-23-W,"A RESOLUTION in support of a cooperative endeavor agreement (""CEA"") between the City
of New Orleans (""City"") and the French Quarter Management District (""FQMD"") to manage
and maintain the Royal Street Pedestrian Mall and Bourbon Street Pedestrian Mall
(""pedestrian malls"") in the French Quarter.
Annotation:
ELECTRONICALLY SUBMITTED.
(Council Rule 34. Postponement Deadline 7/7/23).
CONTINUED TO THE MEETING OF 4/20/23.
SPEAKER CARD:
Ethan Ellestad - Info. Only
M-23-W
37. MOTION - NO. M-23-X - BY: COUNCILMEMBERS HARRIS, MORRELL AND
GIARRUSSO
Brief:
Directing City Planning Commission to conduct a public hearing to amend and reordain
https://cityofno.granicus.com/MinutesViewer.php?view_id=42&clip_id=4455&doc_id=3244ea98-c27a-11ed-acbc-0050569183fa
26/50

cityofno.granicus.com/MinutesViewer.php?view_id=42&clip_id=4455&doc_id=3244ea98-c27a-11ed-acbc-0050569183fa
6/23/23, 5:39 PM
Ordinance No. 4264 M.C.S ., amended by Ordinance No. 26,413 M.C.S ., as amended, the
Comprehensive Zoning Ordinance of the City of New Orleans, to amend Article 19 to
establish a new Interim Zoning District (IZD) to be named the Historic Urban Neighborhood
Commercial Short Term Rental Interim Zoning District, the intent of which is to prohibit the
use Short Term Rental, Commercial within all areas of the City of New Orleans zoned HU-
MU Neighborhood Mixed Use District, as indicated in the official zoning maps of the city.
Aside from the prohibited use of Short-Term Rental, Commercial, all other permitted and
conditional uses shall be as provided in the Comprehensive Zoning Ordinance.
The restrictions contained herein shall apply citywide to all lots currently zoned HU-MU.",Moreno,yeas
RESOLUTION R-23-W,"A RESOLUTION in support of a cooperative endeavor agreement (""CEA"") between the City
of New Orleans (""City"") and the French Quarter Management District (""FQMD"") to manage
and maintain the Royal Street Pedestrian Mall and Bourbon Street Pedestrian Mall
(""pedestrian malls"") in the French Quarter.
Annotation:
ELECTRONICALLY SUBMITTED.
(Council Rule 34. Postponement Deadline 7/7/23).
CONTINUED TO THE MEETING OF 4/20/23.
SPEAKER CARD:
Ethan Ellestad - Info. Only
M-23-W
37. MOTION - NO. M-23-X - BY: COUNCILMEMBERS HARRIS, MORRELL AND
GIARRUSSO
Brief:
Directing City Planning Commission to conduct a public hearing to amend and reordain
https://cityofno.granicus.com/MinutesViewer.php?view_id=42&clip_id=4455&doc_id=3244ea98-c27a-11ed-acbc-0050569183fa
26/50

cityofno.granicus.com/MinutesViewer.php?view_id=42&clip_id=4455&doc_id=3244ea98-c27a-11ed-acbc-0050569183fa
6/23/23, 5:39 PM
Ordinance No. 4264 M.C.S ., amended by Ordinance No. 26,413 M.C.S ., as amended, the
Comprehensive Zoning Ordinance of the City of New Orleans, to amend Article 19 to
establish a new Interim Zoning District (IZD) to be named the Historic Urban Neighborhood
Commercial Short Term Rental Interim Zoning District, the intent of which is to prohibit the
use Short Term Rental, Commercial within all areas of the City of New Orleans zoned HU-
MU Neighborhood Mixed Use District, as indicated in the official zoning maps of the city.
Aside from the prohibited use of Short-Term Rental, Commercial, all other permitted and
conditional uses shall be as provided in the Comprehensive Zoning Ordinance.
The restrictions contained herein shall apply citywide to all lots currently zoned HU-MU.",Morrell,yeas
RESOLUTION R-23-W,"A RESOLUTION in support of a cooperative endeavor agreement (""CEA"") between the City
of New Orleans (""City"") and the French Quarter Management District (""FQMD"") to manage
and maintain the Royal Street Pedestrian Mall and Bourbon Street Pedestrian Mall
(""pedestrian malls"") in the French Quarter.
Annotation:
ELECTRONICALLY SUBMITTED.
(Council Rule 34. Postponement Deadline 7/7/23).
CONTINUED TO THE MEETING OF 4/20/23.
SPEAKER CARD:
Ethan Ellestad - Info. Only
M-23-W
37. MOTION - NO. M-23-X - BY: COUNCILMEMBERS HARRIS, MORRELL AND
GIARRUSSO
Brief:
Directing City Planning Commission to conduct a public hearing to amend and reordain
https://cityofno.granicus.com/MinutesViewer.php?view_id=42&clip_id=4455&doc_id=3244ea98-c27a-11ed-acbc-0050569183fa
26/50

cityofno.granicus.com/MinutesViewer.php?view_id=42&clip_id=4455&doc_id=3244ea98-c27a-11ed-acbc-0050569183fa
6/23/23, 5:39 PM
Ordinance No. 4264 M.C.S ., amended by Ordinance No. 26,413 M.C.S ., as amended, the
Comprehensive Zoning Ordinance of the City of New Orleans, to amend Article 19 to
establish a new Interim Zoning District (IZD) to be named the Historic Urban Neighborhood
Commercial Short Term Rental Interim Zoning District, the intent of which is to prohibit the
use Short Term Rental, Commercial within all areas of the City of New Orleans zoned HU-
MU Neighborhood Mixed Use District, as indicated in the official zoning maps of the city.
Aside from the prohibited use of Short-Term Rental, Commercial, all other permitted and
conditional uses shall be as provided in the Comprehensive Zoning Ordinance.
The restrictions contained herein shall apply citywide to all lots currently zoned HU-MU.",Thomas,yeas
RESOLUTION R-23-W,"A RESOLUTION in support of a cooperative endeavor agreement (""CEA"") between the City
of New Orleans (""City"") and the French Quarter Management District (""FQMD"") to manage
and maintain the Royal Street Pedestrian Mall and Bourbon Street Pedestrian Mall
(""pedestrian malls"") in the French Quarter.
Annotation:
ELECTRONICALLY SUBMITTED.
(Council Rule 34. Postponement Deadline 7/7/23).
CONTINUED TO THE MEETING OF 4/20/23.
SPEAKER CARD:
Ethan Ellestad - Info. Only
M-23-W
37. MOTION - NO. M-23-X - BY: COUNCILMEMBERS HARRIS, MORRELL AND
GIARRUSSO
Brief:
Directing City Planning Commission to conduct a public hearing to amend and reordain
https://cityofno.granicus.com/MinutesViewer.php?view_id=42&clip_id=4455&doc_id=3244ea98-c27a-11ed-acbc-0050569183fa
26/50

cityofno.granicus.com/MinutesViewer.php?view_id=42&clip_id=4455&doc_id=3244ea98-c27a-11ed-acbc-0050569183fa
6/23/23, 5:39 PM
Ordinance No. 4264 M.C.S ., amended by Ordinance No. 26,413 M.C.S ., as amended, the
Comprehensive Zoning Ordinance of the City of New Orleans, to amend Article 19 to
establish a new Interim Zoning District (IZD) to be named the Historic Urban Neighborhood
Commercial Short Term Rental Interim Zoning District, the intent of which is to prohibit the
use Short Term Rental, Commercial within all areas of the City of New Orleans zoned HU-
MU Neighborhood Mixed Use District, as indicated in the official zoning maps of the city.
Aside from the prohibited use of Short-Term Rental, Commercial, all other permitted and
conditional uses shall be as provided in the Comprehensive Zoning Ordinance.
The restrictions contained herein shall apply citywide to all lots currently zoned HU-MU.",0,recused
MOTION M-23-X,"Directing City Planning Commission to conduct a public hearing to amend and reordain
https://cityofno.granicus.com/MinutesViewer.php?view_id=42&clip_id=4455&doc_id=3244ea98-c27a-11ed-acbc-0050569183fa
26/50

cityofno.granicus.com/MinutesViewer.php?view_id=42&clip_id=4455&doc_id=3244ea98-c27a-11ed-acbc-0050569183fa
6/23/23, 5:39 PM
Ordinance No. 4264 M.C.S ., amended by Ordinance No. 26,413 M.C.S ., as amended, the
Comprehensive Zoning Ordinance of the City of New Orleans, to amend Article 19 to
establish a new Interim Zoning District (IZD) to be named the Historic Urban Neighborhood
Commercial Short Term Rental Interim Zoning District, the intent of which is to prohibit the
use Short Term Rental, Commercial within all areas of the City of New Orleans zoned HU-
MU Neighborhood Mixed Use District, as indicated in the official zoning maps of the city.
Aside from the prohibited use of Short-Term Rental, Commercial, all other permitted and
conditional uses shall be as provided in the Comprehensive Zoning Ordinance.
The restrictions contained herein shall apply citywide to all lots currently zoned HU-MU.",Giarrusso,yeas
